2720, 1000, 0, 0, 871.198, 418.742, 1.00472, 56.2714, 112.025, 208.452, 41.8393, 12.7664, 470.621, 50, 272.666, 16.6054, 16.6054, 16.6054, 272.666, 16.6054, 16.6054, 16.6054, 1.2596, 0.151096, 16.6054, 16.6054, 16.4543, 17.1417, 3.43821, 16.6054, 16.6054, 13.1672
2800, 1000, 0, 0, 875.74, 419.825, 0.962618, 56.3887, 112.13, 207.114, 39.8268, 12.8325, 473.067, 50, 272.666, 16.6054, 16.6054, 16.6054, 272.666, 16.6054, 16.6054, 16.6054, 1.25122, 0.15032, 16.6054, 16.6054, 16.4551, 17.0516, 3.42414, 16.6054, 16.6054, 13.1813
2880, 1000, 0, 0, 879.867, 420.807, 0.924005, 56.4951, 112.225, 205.812, 37.9871, 12.8926, 475.292, 50, 272.666, 16.6054, 16.6054, 16.6054, 272.666, 16.6054, 16.6054, 16.6054, 1.24372, 0.149621, 16.6054, 16.6054, 16.4558, 16.9706, 3.41145, 16.6054, 16.6054, 13.1939
2960, 1000, 0, 0, 883.617, 421.697, 0.888588, 56.5917, 112.311, 204.552, 36.3055, 12.9472, 477.314, 50, 272.666, 16.6054, 16.6054, 16.6054, 272.666, 16.6054, 16.6054, 16.6054, 1.23699, 0.148992, 16.6054, 16.6054, 16.4564, 16.8977, 3.39999, 16.6054, 16.6054, 13.2054
3040, 1000, 0, 0, 887.025, 422.504, 0.856102, 56.6793, 112.389, 203.337, 34.7687, 12.9968, 479.152, 50, 272.667, 16.6054, 16.6054, 16.6054, 272.667, 16.6054, 16.6054, 16.6054, 1.23094, 0.148424, 16.6054, 16.6054, 16.457, 16.8321, 3.38965, 16.6054, 16.6054, 13.2157
3120, 1000, 0, 0, 890.121, 423.237, 0.826304, 56.7589, 112.46, 202.171, 33.3644, 13.0419, 480.822, 50, 272.667, 16.6054, 16.6054, 16.6054, 272.667, 16.6054, 16.6054, 16.6054, 1.2255, 0.147913, 16.6054, 16.6054, 16.4575, 16.7729, 3.3803, 16.6054, 16.6054, 13.2251
3200, 1000, 0, 0, 892.935, 423.901, 0.798977, 56.8311, 112.524, 201.054, 32.0811, 13.0829, 482.341, 50, 272.667, 16.6054, 16.6054, 16.6054, 272.667, 16.6054, 16.6054, 16.6054, 1.22061, 0.14745, 16.6054, 16.6054, 16.4579, 16.7194, 3.37184, 16.6054, 16.6054, 13.2335
3280, 1000, 0, 0, 895.492, 424.504, 0.773918, 56.8966, 112.582, 199.988, 30.9087, 13.1202, 483.722, 50, 272.667, 16.6054, 16.6054, 16.6054, 272.667, 16.6054, 16.6054, 16.6054, 1.21619, 0.147033, 16.6054, 16.6054, 16.4584, 16.6712, 3.3642, 16.6054, 16.6054, 13.2412
3360, 1000, 0, 0, 897.814, 425.05, 0.750945, 56.9561, 112.635, 198.973, 29.8375, 13.1541, 484.976, 50, 272.667, 16.6054, 16.6054, 16.6054, 272.667, 16.6054, 16.6054, 16.6054, 1.21222, 0.146656, 16.6054, 16.6054, 16.4587, 16.6276, 3.35727, 16.6054, 16.6054, 13.2481
3440, 1000, 0, 0, 899.925, 425.547, 0.729888, 57.0102, 112.683, 198.009, 28.859, 13.1848, 486.117, 50, 272.667, 16.6054, 16.6054, 16.6054, 272.667, 16.6054, 16.6054, 16.6054, 1.20862, 0.146315, 16.6054, 16.6054, 16.4591, 16.5882, 3.35101, 16.6054, 16.6054, 13.2544
